operaciones_ult_12m;gastos_ult_12m;limite_credito_tc;antiguedad_cliente;tasa_interes;ingresos;pct_ingreso;antiguedad_empleado;edad;estado_civil_N;estado_credito_N;importe_solicitado;duracion_credito;situacion_vivienda;objetivo_credito;falta_pago;estado_cliente;genero;nivel_educativo;personas_a_cargo
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;8500;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
75_a_100;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;3000;4;HIPOTECA;SALUD;N;ACTIVO;M;POSGRADO_COMPLETO;1.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;C;C;8500;4;ALQUILER;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;5.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8500;2;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;D;C;8500;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;25_a_30;C;P;14650;2;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;5.0
30_a_50;4k_a_6k;5k_a_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;8500;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;4.0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;8500;2;ALQUILER;SALUD;N;ACTIVO;M;POSGRADO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;11000;2;PROPIA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8500;2;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;N;P;8500;2;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;S;P;7200;4;HIPOTECA;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;8500;4;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;7000;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;D;P;8500;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;menor_25;S;P;6250;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;N;P;8500;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8500;2;ALQUILER;PAGO_DEUDAS;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;1.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;D;P;8500;2;ALQUILER;SALUD;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;25_a_30;C;P;3000;3;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;8500;4;ALQUILER;INVERSIONES;N;ACTIVO;F;POSGRADO_COMPLETO;4.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;25_a_30;N;C;8500;4;ALQUILER;MEJORAS_HOGAR;N;PASIVO;M;POSGRADO_COMPLETO;4.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;8450;4;ALQUILER;EDUCACIÓN;N;PASIVO;F;UNIVERSITARIO_COMPLETO;0.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;5000;2;HIPOTECA;EDUCACIÓN;N;PASIVO;F;DESCONOCIDO;4.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;mayor_100k;hasta_20;menor_10;menor_25;N;P;8450;2;ALQUILER;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;1.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;S;P;15000;3;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;D;P;5000;3;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;menor_10;menor_25;S;C;8400;2;ALQUILER;EDUCACIÓN;N;PASIVO;F;DESCONOCIDO;3.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;menor_10;menor_25;C;P;9125;3;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;S;P;8400;3;ALQUILER;SALUD;N;PASIVO;F;UNIVERSITARIO_COMPLETO;0.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;5000;3;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;3;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;4;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;2.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;S;P;10000;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;4;ALQUILER;PERSONAL;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;mayor_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;5000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;5000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;M;POSGRADO_INCOMPLETO;3.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;D;P;3000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;menor_10;25_a_30;N;P;4325;3;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;C;P;4000;3;HIPOTECA;PAGO_DEUDAS;N;PASIVO;F;UNIVERSITARIO_COMPLETO;4.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;S;P;5000;3;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;M;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;5000;3;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;5.0
75_a_100;4k_a_6k;menor_3k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;4;ALQUILER;EDUCACIÓN;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;mayor_10;25_a_30;S;P;5000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;3.0
50_a_75;2k_a_4k;menor_3k;menor_2y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;5000;4;ALQUILER;PERSONAL;N;PASIVO;F;UNIVERSITARIO_COMPLETO;3.0
30_a_50;2k_a_4k;3k_a_5k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;5000;2;HIPOTECA;PAGO_DEUDAS;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;4.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;10000;4;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;4;ALQUILER;PERSONAL;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;S;P;5000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;POSGRADO_COMPLETO;4.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;20_a_40;mayor_10;25_a_30;C;P;10000;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;1.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;3;ALQUILER;EDUCACIÓN;Y;PASIVO;F;UNIVERSITARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;5000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;2.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;20k_a_50k;hasta_20;menor_10;menor_25;C;C;5000;4;ALQUILER;EDUCACIÓN;Y;PASIVO;F;DESCONOCIDO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;25_a_30;S;P;3000;4;PROPIA;SALUD;N;ACTIVO;F;DESCONOCIDO;4.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;1.0
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;N;P;5000;4;ALQUILER;INVERSIONES;Y;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;3;ALQUILER;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;3;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;4;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_COMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;C;P;5000;2;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
50_a_75;4k_a_6k;menor_3k;menor_2y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;4750;2;PROPIA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;menor_10;menor_25;C;C;5000;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;3.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;6000;2;PROPIA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
75_a_100;4k_a_6k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;S;P;10000;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;4k_a_6k;5k_a_10k;menor_2y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;3;ALQUILER;EDUCACIÓN;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;1.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;4000;3;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;3.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;mayor_10;25_a_30;S;C;5000;4;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;C;5000;2;ALQUILER;PAGO_DEUDAS;Y;PASIVO;M;POSGRADO_INCOMPLETO;0.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;N;C;5000;2;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;POSGRADO_COMPLETO;4.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;3;ALQUILER;MEJORAS_HOGAR;Y;PASIVO;F;SECUNDARIO_COMPLETO;1.0
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;2.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;3.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;D;P;5000;2;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;2;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;C;P;7200;2;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;3.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;D;P;4500;2;HIPOTECA;SALUD;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;25_a_30;C;P;5000;3;HIPOTECA;SALUD;N;ACTIVO;F;DESCONOCIDO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;3;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;menor_2y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;S;P;6000;3;HIPOTECA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;2.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;5000;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;M;DESCONOCIDO;0.0
50_a_75;4k_a_6k;menor_3k;menor_2y;hasta_7p;50k_a_100k;hasta_20;5_a_10;25_a_30;N;P;5000;4;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;4.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;3;ALQUILER;INVERSIONES;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;25_a_30;S;P;4000;2;HIPOTECA;EDUCACIÓN;Y;PASIVO;F;SECUNDARIO_COMPLETO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;3;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;5000;2;ALQUILER;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;0.0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;C;5000;4;ALQUILER;SALUD;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;3.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;5_a_10;menor_25;S;P;18000;4;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;0.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;5000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;C;5000;2;ALQUILER;PAGO_DEUDAS;Y;PASIVO;F;DESCONOCIDO;4.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;4;ALQUILER;INVERSIONES;N;ACTIVO;M;POSGRADO_INCOMPLETO;2.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;3;ALQUILER;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;4.0
75_a_100;4k_a_6k;5k_a_10k;mayor_4y;7p_a_15p;20k_a_50k;20_a_40;menor_10;menor_25;S;P;15000;2;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;0.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;5_a_10;menor_25;C;P;5000;3;HIPOTECA;INVERSIONES;N;ACTIVO;F;DESCONOCIDO;3.0
75_a_100;4k_a_6k;3k_a_5k;2y_a_4y;hasta_7p;20k_a_50k;hasta_20;mayor_10;25_a_30;S;P;1500;4;HIPOTECA;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;5.0
30_a_50;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;2;ALQUILER;EDUCACIÓN;N;PASIVO;M;UNIVERSITARIO_COMPLETO;4.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;C;C;5000;2;ALQUILER;PAGO_DEUDAS;Y;ACTIVO;M;SECUNDARIO_COMPLETO;1.0
50_a_75;4k_a_6k;3k_a_5k;mayor_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;8000;4;HIPOTECA;PAGO_DEUDAS;N;ACTIVO;F;DESCONOCIDO;0.0
30_a_50;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;S;P;5000;2;ALQUILER;INVERSIONES;Y;PASIVO;F;SECUNDARIO_COMPLETO;4.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;D;P;5000;2;ALQUILER;SALUD;Y;ACTIVO;M;POSGRADO_INCOMPLETO;3.0
75_a_100;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;4200;2;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;UNIVERSITARIO_INCOMPLETO;4.0
50_a_75;4k_a_6k;5k_a_10k;mayor_4y;hasta_7p;50k_a_100k;hasta_20;5_a_10;menor_25;N;P;5000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;F;SECUNDARIO_COMPLETO;1.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;4;ALQUILER;SALUD;N;ACTIVO;F;SECUNDARIO_COMPLETO;2.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;mayor_10;25_a_30;S;P;5000;2;ALQUILER;INVERSIONES;N;ACTIVO;F;POSGRADO_COMPLETO;0.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;10000;2;HIPOTECA;PERSONAL;N;ACTIVO;F;SECUNDARIO_COMPLETO;0.0
50_a_75;2k_a_4k;menor_3k;mayor_4y;hasta_7p;50k_a_100k;hasta_20;menor_10;menor_25;S;P;5000;4;ALQUILER;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;2k_a_4k;menor_3k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;25_a_30;S;P;5000;4;ALQUILER;MEJORAS_HOGAR;N;ACTIVO;F;DESCONOCIDO;0.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;menor_10;menor_25;S;P;3300;3;HIPOTECA;EDUCACIÓN;N;ACTIVO;F;DESCONOCIDO;4.0
50_a_75;4k_a_6k;menor_3k;2y_a_4y;hasta_7p;50k_a_100k;hasta_20;menor_10;menor_25;S;C;5000;3;ALQUILER;PAGO_DEUDAS;N;ACTIVO;M;UNIVERSITARIO_COMPLETO;3.0
50_a_75;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;25_a_30;C;P;5000;2;ALQUILER;PERSONAL;N;ACTIVO;F;POSGRADO_COMPLETO;1.0
30_a_50;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;P;5000;2;ALQUILER;PERSONAL;Y;PASIVO;F;UNIVERSITARIO_INCOMPLETO;2.0
50_a_75;2k_a_4k;mayor_10k;2y_a_4y;7p_a_15p;20k_a_50k;40_a_60;menor_10;menor_25;S;C;16000;4;HIPOTECA;MEJORAS_HOGAR;N;ACTIVO;M;SECUNDARIO_COMPLETO;3.0
50_a_75;2k_a_4k;3k_a_5k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;menor_25;C;P;14500;2;HIPOTECA;EDUCACIÓN;Y;PASIVO;F;DESCONOCIDO;2.0
75_a_100;4k_a_6k;menor_3k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;menor_10;menor_25;C;P;5000;4;ALQUILER;PERSONAL;N;ACTIVO;F;UNIVERSITARIO_INCOMPLETO;4.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;20_a_40;5_a_10;25_a_30;S;P;10400;3;PROPIA;INVERSIONES;N;ACTIVO;F;UNIVERSITARIO_COMPLETO;4.0
50_a_75;4k_a_6k;3k_a_5k;2y_a_4y;15p_a_20p;50k_a_100k;hasta_20;5_a_10;menor_25;S;C;5000;3;ALQUILER;EDUCACIÓN;Y;ACTIVO;F;SECUNDARIO_COMPLETO;4.0
50_a_75;4k_a_6k;5k_a_10k;2y_a_4y;7p_a_15p;50k_a_100k;hasta_20;5_a_10;menor_25;C;C;5000;2;ALQUILER;EDUCACIÓN;Y;ACTIVO;F;POSGRADO_COMPLETO;2.0
30_a_50;2k_a_4k;5k_a_10k;2y_a_4y;7p_a_15p;20k_a_50k;hasta_20;5_a_10;menor_25;S;P;5000;4;HIPOTECA;PERSONAL;Y;PASIVO;M;POSGRADO_INCOMPLETO;1.0
